benchmark;flow;op_num;op_type;size_mig;depth_mig;runtime;size;depth
adder;map_resub_l3;0;root;1020;255;0;1020;255
adder;map_resub_l3;1;mig_mapper;384;129;0.052915048;1020;255
adder;map_resub_l3;2;mig_resub;384;129;0.001410578;1020;255
adder;map_resub_l3;3;mig_mapper;384;129;0.005668476;1020;255
adder;map_resub_l3;4;mig_resub;384;129;0.001397485;1020;255
adder;map_resub_l3;5;mig_mapper;384;129;0.005177274;1020;255
adder;map_resub_l3;6;mig_resub;384;129;0.001407081;1020;255
adder;map_resub_l3;7;end;384;129;0.0;1020;255
dec;map_resub_l3;0;root;304;3;0;304;3
dec;map_resub_l3;1;mig_mapper;304;3;0.010798105;304;3
dec;map_resub_l3;2;mig_resub;304;3;0.005237836;304;3
dec;map_resub_l3;3;mig_mapper;304;3;0.010468369;304;3
dec;map_resub_l3;4;mig_resub;304;3;0.005218251;304;3
dec;map_resub_l3;5;mig_mapper;304;3;0.010530958;304;3
dec;map_resub_l3;6;mig_resub;304;3;0.005052939;304;3
dec;map_resub_l3;7;end;304;3;0.0;304;3
priority;map_resub_l3;0;root;978;250;0;978;250
priority;map_resub_l3;1;mig_mapper;908;124;0.056478985;978;250
priority;map_resub_l3;2;mig_resub;640;123;0.005990145;978;250
priority;map_resub_l3;3;mig_mapper;630;122;0.02298834;978;250
priority;map_resub_l3;4;mig_resub;465;123;0.005217373;978;250
priority;map_resub_l3;5;mig_mapper;465;103;0.01269314;978;250
priority;map_resub_l3;6;mig_resub;460;103;0.002726456;978;250
priority;map_resub_l3;7;end;460;103;0.0;978;250
router;map_resub_l3;0;root;257;54;0;257;54
router;map_resub_l3;1;mig_mapper;218;47;0.01837721;257;54
router;map_resub_l3;2;mig_resub;203;47;0.00240109;257;54
router;map_resub_l3;3;mig_mapper;194;46;0.00848982;257;54
router;map_resub_l3;4;mig_resub;192;46;0.002081948;257;54
router;map_resub_l3;5;mig_mapper;191;42;0.01035345;257;54
router;map_resub_l3;6;mig_resub;187;42;0.002897695;257;54
router;map_resub_l3;7;end;187;42;0.0;257;54
ctrl;map_resub_l3;0;root;174;10;0;174;10
ctrl;map_resub_l3;1;mig_mapper;115;5;0.008474233;174;10
ctrl;map_resub_l3;2;mig_resub;76;9;0.06536474;174;10
ctrl;map_resub_l3;3;mig_mapper;76;8;0.002766097;174;10
ctrl;map_resub_l3;4;mig_resub;73;11;0.055362888;174;10
ctrl;map_resub_l3;5;mig_mapper;73;10;0.00237344;174;10
ctrl;map_resub_l3;6;mig_resub;73;10;0.037740655;174;10
ctrl;map_resub_l3;7;end;73;10;0.0;174;10
int2float;map_resub_l3;0;root;260;16;0;260;16
int2float;map_resub_l3;1;mig_mapper;235;11;0.011883929;260;16
int2float;map_resub_l3;2;mig_resub;199;10;0.08500233;260;16
int2float;map_resub_l3;3;mig_mapper;194;10;0.006722128;260;16
int2float;map_resub_l3;4;mig_resub;192;10;0.025522275;260;16
int2float;map_resub_l3;5;mig_mapper;191;10;0.006000067;260;16
int2float;map_resub_l3;6;mig_resub;191;10;0.028210772;260;16
int2float;map_resub_l3;7;end;191;10;0.0;260;16
i2c;map_resub_l3;0;root;1342;20;0;1342;20
i2c;map_resub_l3;1;mig_mapper;1229;13;0.05943855;1342;20
i2c;map_resub_l3;2;mig_resub;1151;13;0.06504034;1342;20
i2c;map_resub_l3;3;mig_mapper;1143;13;0.036835354;1342;20
i2c;map_resub_l3;4;mig_resub;1129;13;0.023035275;1342;20
i2c;map_resub_l3;5;mig_mapper;1124;11;0.032965563;1342;20
i2c;map_resub_l3;6;mig_resub;1119;11;0.023662213;1342;20
i2c;map_resub_l3;7;end;1119;11;0.0;1342;20
bar;map_resub_l3;0;root;3336;12;0;3336;12
bar;map_resub_l3;1;mig_mapper;2693;13;0.15555495;3336;12
bar;map_resub_l3;2;mig_resub;2598;14;0.049229585;3336;12
bar;map_resub_l3;3;mig_mapper;2592;13;0.07349682;3336;12
bar;map_resub_l3;4;mig_resub;2592;13;0.048339833;3336;12
bar;map_resub_l3;5;mig_mapper;2588;13;0.07164022;3336;12
bar;map_resub_l3;6;mig_resub;2588;13;0.04747302;3336;12
bar;map_resub_l3;7;end;2588;13;0.0;3336;12
max;map_resub_l3;0;root;2865;287;0;2865;287
max;map_resub_l3;1;mig_mapper;2413;158;0.35857058;2865;287
max;map_resub_l3;2;mig_resub;2412;158;0.020131378;2865;287
max;map_resub_l3;3;mig_mapper;2283;167;0.2224012;2865;287
max;map_resub_l3;4;mig_resub;2283;167;0.01866739;2865;287
max;map_resub_l3;5;mig_mapper;2272;159;0.15121403;2865;287
max;map_resub_l3;6;mig_resub;2264;159;0.018343551;2865;287
max;map_resub_l3;7;end;2264;159;0.0;2865;287
voter;map_resub_l3;0;root;13758;70;0;13758;70
voter;map_resub_l3;1;mig_mapper;7219;54;1.1603543;13758;70
voter;map_resub_l3;2;mig_resub;5990;60;0.12424897;13758;70
voter;map_resub_l3;3;mig_mapper;5032;48;0.28125235;13758;70
voter;map_resub_l3;4;mig_resub;4557;51;0.037183303;13758;70
voter;map_resub_l3;5;mig_mapper;4417;47;0.15745209;13758;70
voter;map_resub_l3;6;mig_resub;4225;47;0.0228949;13758;70
voter;map_resub_l3;7;end;4225;47;0.0;13758;70
square;map_resub_l3;0;root;18484;250;0;18484;250
square;map_resub_l3;1;mig_mapper;12176;126;1.7286979;18484;250
square;map_resub_l3;2;mig_resub;9893;126;0.19115408;18484;250
square;map_resub_l3;3;mig_mapper;9492;126;0.25696716;18484;250
square;map_resub_l3;4;mig_resub;9148;126;0.06754407;18484;250
square;map_resub_l3;5;mig_mapper;9120;126;0.1848787;18484;250
square;map_resub_l3;6;mig_resub;9079;126;0.05807027;18484;250
square;map_resub_l3;7;end;9079;126;0.0;18484;250
arbiter;map_resub_l3;0;root;11839;87;0;11839;87
arbiter;map_resub_l3;1;mig_mapper;6996;59;1.6458732;11839;87
arbiter;map_resub_l3;2;mig_resub;6866;60;0.15004128;11839;87
arbiter;map_resub_l3;3;mig_mapper;6866;61;0.6596419;11839;87
arbiter;map_resub_l3;4;mig_resub;6866;61;0.15240704;11839;87
arbiter;map_resub_l3;5;mig_mapper;6866;60;0.6534306;11839;87
arbiter;map_resub_l3;6;mig_resub;6866;60;0.14781971;11839;87
arbiter;map_resub_l3;7;end;6866;60;0.0;11839;87
sqrt;map_resub_l3;0;root;24618;5058;0;24618;5058
sqrt;map_resub_l3;1;mig_mapper;20724;5074;1.8951496;24618;5058
sqrt;map_resub_l3;2;mig_resub;18570;7568;0.38642198;24618;5058
sqrt;map_resub_l3;3;mig_mapper;13105;2349;1.1572793;24618;5058
sqrt;map_resub_l3;4;mig_resub;12863;2375;0.16266625;24618;5058
sqrt;map_resub_l3;5;mig_mapper;12736;2371;0.32684606;24618;5058
sqrt;map_resub_l3;6;mig_resub;12691;2371;0.0992302;24618;5058
sqrt;map_resub_l3;7;end;12691;2371;0.0;24618;5058
sin;map_resub_l3;0;root;5416;225;0;5416;225
sin;map_resub_l3;1;mig_mapper;4248;127;0.52995753;5416;225
sin;map_resub_l3;2;mig_resub;4186;129;1.4372753;5416;225
sin;map_resub_l3;3;mig_mapper;4146;131;0.20441589;5416;225
sin;map_resub_l3;4;mig_resub;4136;131;1.2728555;5416;225
sin;map_resub_l3;5;mig_mapper;4139;128;0.18269114;5416;225
sin;map_resub_l3;6;mig_resub;4136;128;1.3231882;5416;225
sin;map_resub_l3;7;end;4136;128;0.0;5416;225
multiplier;map_resub_l3;0;root;27062;274;0;27062;274
multiplier;map_resub_l3;1;mig_mapper;19354;143;2.5850012;27062;274
multiplier;map_resub_l3;2;mig_resub;19166;150;0.42483008;27062;274
multiplier;map_resub_l3;3;mig_mapper;19105;149;0.72588986;27062;274
multiplier;map_resub_l3;4;mig_resub;19084;149;0.41675776;27062;274
multiplier;map_resub_l3;5;mig_mapper;19087;149;0.6601009;27062;274
multiplier;map_resub_l3;6;mig_resub;19087;149;0.41044638;27062;274
multiplier;map_resub_l3;7;end;19087;149;0.0;27062;274
log2;map_resub_l3;0;root;32060;444;0;32060;444
log2;map_resub_l3;1;mig_mapper;24295;206;3.5948887;32060;444
log2;map_resub_l3;2;mig_resub;24125;210;0.41913688;32060;444
log2;map_resub_l3;3;mig_mapper;24168;209;1.241156;32060;444
log2;map_resub_l3;4;mig_resub;24115;209;0.3816652;32060;444
log2;map_resub_l3;5;mig_mapper;24132;206;1.1479036;32060;444
log2;map_resub_l3;6;mig_resub;24114;206;0.38436705;32060;444
log2;map_resub_l3;7;end;24114;206;0.0;32060;444
cavlc;map_resub_l3;0;root;693;16;0;693;16
cavlc;map_resub_l3;1;mig_mapper;649;14;0.03977842;693;16
cavlc;map_resub_l3;2;mig_resub;557;14;2.8937488;693;16
cavlc;map_resub_l3;3;mig_mapper;550;13;0.018901508;693;16
cavlc;map_resub_l3;4;mig_resub;540;13;4.0540915;693;16
cavlc;map_resub_l3;5;mig_mapper;540;13;0.01746918;693;16
cavlc;map_resub_l3;6;mig_resub;535;13;3.7789083;693;16
cavlc;map_resub_l3;7;end;535;13;0.0;693;16
div;map_resub_l3;0;root;57247;4372;0;57247;4372
div;map_resub_l3;1;mig_mapper;53113;2425;3.9036462;57247;4372
div;map_resub_l3;2;mig_resub;43766;3251;1.5058771;57247;4372
div;map_resub_l3;3;mig_mapper;40390;3108;2.0361948;57247;4372
div;map_resub_l3;4;mig_resub;40158;3090;0.5112983;57247;4372
div;map_resub_l3;5;mig_mapper;40027;2518;1.4048041;57247;4372
div;map_resub_l3;6;mig_resub;39464;2753;0.5193858;57247;4372
div;map_resub_l3;7;end;39464;2753;0.0;57247;4372
mem_ctrl;map_resub_l3;0;root;46836;114;0;46836;114
mem_ctrl;map_resub_l3;1;mig_mapper;42071;98;3.480073;46836;114
mem_ctrl;map_resub_l3;2;mig_resub;40067;101;2.20597;46836;114
mem_ctrl;map_resub_l3;3;mig_mapper;39854;99;1.9983927;46836;114
mem_ctrl;map_resub_l3;4;mig_resub;39303;99;1.2231268;46836;114
mem_ctrl;map_resub_l3;5;mig_mapper;39165;96;1.9488231;46836;114
mem_ctrl;map_resub_l3;6;mig_resub;38924;96;0.99872243;46836;114
mem_ctrl;map_resub_l3;7;end;38924;96;0.0;46836;114
hyp;map_resub_l3;0;root;214335;24801;0;214335;24801
hyp;map_resub_l3;1;mig_mapper;138143;8956;20.520136;214335;24801
hyp;map_resub_l3;2;mig_resub;126606;8956;1.6113285;214335;24801
hyp;map_resub_l3;3;mig_mapper;126621;8933;3.1776254;214335;24801
hyp;map_resub_l3;4;mig_resub;123789;8933;1.0587322;214335;24801
hyp;map_resub_l3;5;mig_mapper;123929;8911;3.0024471;214335;24801
hyp;map_resub_l3;6;mig_resub;123756;8911;1.0273142;214335;24801
hyp;map_resub_l3;7;end;123756;8911;0.0;214335;24801
dec;map_resub_l3;0;root;304;3;0;304;3
dec;map_resub_l3;1;mig_mapper;304;3;0.0107891;304;3
dec;map_resub_l3;2;mig_resub;304;3;0.005108364;304;3
dec;map_resub_l3;3;mig_mapper;304;3;0.01048262;304;3
dec;map_resub_l3;4;mig_resub;304;3;0.005018863;304;3
dec;map_resub_l3;5;mig_mapper;304;3;0.010473989;304;3
dec;map_resub_l3;6;mig_resub;304;3;0.005143975;304;3
dec;map_resub_l3;7;end;304;3;0.0;304;3
router;map_resub_l3;0;root;257;54;0;257;54
router;map_resub_l3;1;mig_mapper;218;47;0.01860049;257;54
router;map_resub_l3;2;mig_resub;203;47;0.002408243;257;54
router;map_resub_l3;3;mig_mapper;194;46;0.00850875;257;54
router;map_resub_l3;4;mig_resub;192;46;0.002081035;257;54
router;map_resub_l3;5;mig_mapper;191;42;0.007297157;257;54
router;map_resub_l3;6;mig_resub;187;42;0.002086842;257;54
router;map_resub_l3;7;end;187;42;0.0;257;54
adder;map_resub_l3;0;root;1020;255;0;1020;255
adder;map_resub_l3;1;mig_mapper;384;129;0.05390295;1020;255
adder;map_resub_l3;2;mig_resub;384;129;0.001409857;1020;255
adder;map_resub_l3;3;mig_mapper;384;129;0.005595275;1020;255
adder;map_resub_l3;4;mig_resub;384;129;0.00137482;1020;255
adder;map_resub_l3;5;mig_mapper;384;129;0.005163115;1020;255
adder;map_resub_l3;6;mig_resub;384;129;0.001410423;1020;255
adder;map_resub_l3;7;end;384;129;0.0;1020;255
ctrl;map_resub_l3;0;root;174;10;0;174;10
ctrl;map_resub_l3;1;mig_mapper;115;5;0.008405329;174;10
ctrl;map_resub_l3;2;mig_resub;76;9;0.06497846;174;10
ctrl;map_resub_l3;3;mig_mapper;76;8;0.002753165;174;10
ctrl;map_resub_l3;4;mig_resub;73;11;0.05557421;174;10
ctrl;map_resub_l3;5;mig_mapper;73;10;0.002373765;174;10
ctrl;map_resub_l3;6;mig_resub;73;10;0.03812167;174;10
ctrl;map_resub_l3;7;end;73;10;0.0;174;10
priority;map_resub_l3;0;root;978;250;0;978;250
priority;map_resub_l3;1;mig_mapper;908;124;0.05639069;978;250
priority;map_resub_l3;2;mig_resub;640;123;0.005896292;978;250
priority;map_resub_l3;3;mig_mapper;630;122;0.02297863;978;250
priority;map_resub_l3;4;mig_resub;465;123;0.005208717;978;250
priority;map_resub_l3;5;mig_mapper;465;103;0.012861139;978;250
priority;map_resub_l3;6;mig_resub;460;103;0.002744668;978;250
priority;map_resub_l3;7;end;460;103;0.0;978;250
int2float;map_resub_l3;0;root;260;16;0;260;16
int2float;map_resub_l3;1;mig_mapper;235;11;0.011998127;260;16
int2float;map_resub_l3;2;mig_resub;199;10;0.085771225;260;16
int2float;map_resub_l3;3;mig_mapper;194;10;0.006720012;260;16
int2float;map_resub_l3;4;mig_resub;192;10;0.02535658;260;16
int2float;map_resub_l3;5;mig_mapper;191;10;0.006011538;260;16
int2float;map_resub_l3;6;mig_resub;191;10;0.028493332;260;16
int2float;map_resub_l3;7;end;191;10;0.0;260;16
i2c;map_resub_l3;0;root;1342;20;0;1342;20
i2c;map_resub_l3;1;mig_mapper;1229;13;0.059483968;1342;20
i2c;map_resub_l3;2;mig_resub;1151;13;0.0645912;1342;20
i2c;map_resub_l3;3;mig_mapper;1143;13;0.037364177;1342;20
i2c;map_resub_l3;4;mig_resub;1129;13;0.02324859;1342;20
i2c;map_resub_l3;5;mig_mapper;1124;11;0.031035246;1342;20
i2c;map_resub_l3;6;mig_resub;1119;11;0.023721177;1342;20
i2c;map_resub_l3;7;end;1119;11;0.0;1342;20
bar;map_resub_l3;0;root;3336;12;0;3336;12
bar;map_resub_l3;1;mig_mapper;2693;13;0.15499833;3336;12
bar;map_resub_l3;2;mig_resub;2598;14;0.048926555;3336;12
bar;map_resub_l3;3;mig_mapper;2592;13;0.071522936;3336;12
bar;map_resub_l3;4;mig_resub;2592;13;0.04928052;3336;12
bar;map_resub_l3;5;mig_mapper;2588;13;0.07296253;3336;12
bar;map_resub_l3;6;mig_resub;2588;13;0.048781883;3336;12
bar;map_resub_l3;7;end;2588;13;0.0;3336;12
max;map_resub_l3;0;root;2865;287;0;2865;287
max;map_resub_l3;1;mig_mapper;2413;158;0.35536194;2865;287
max;map_resub_l3;2;mig_resub;2412;158;0.020484162;2865;287
max;map_resub_l3;3;mig_mapper;2283;167;0.22325668;2865;287
max;map_resub_l3;4;mig_resub;2283;167;0.018940492;2865;287
max;map_resub_l3;5;mig_mapper;2272;159;0.15488128;2865;287
max;map_resub_l3;6;mig_resub;2264;159;0.018285032;2865;287
max;map_resub_l3;7;end;2264;159;0.0;2865;287
voter;map_resub_l3;0;root;13758;70;0;13758;70
voter;map_resub_l3;1;mig_mapper;7219;54;1.1235467;13758;70
voter;map_resub_l3;2;mig_resub;5990;60;0.12374771;13758;70
voter;map_resub_l3;3;mig_mapper;5032;48;0.27513474;13758;70
voter;map_resub_l3;4;mig_resub;4557;51;0.03704117;13758;70
voter;map_resub_l3;5;mig_mapper;4417;47;0.1543421;13758;70
voter;map_resub_l3;6;mig_resub;4225;47;0.022577584;13758;70
voter;map_resub_l3;7;end;4225;47;0.0;13758;70
square;map_resub_l3;0;root;18484;250;0;18484;250
square;map_resub_l3;1;mig_mapper;12176;126;1.7310314;18484;250
