benchmark;flow;op_num;op_type;size;depth;runtime
voter;map|map|map|resub|cr-z|map|map;4;105;5325;46;5.4343557
voter;map|map|map|resub|cr-z|map|map;5;104;5325;46;4.236175
voter;map|map|map|resub|cr-z|map|map;6;101;5042;45;2.3650572
voter;map|map|map|resub|cr-z|map|map;7;101;5005;43;2.8051016
voter;map|map|map|resub|cr-z|map|map;8;1;5005;43;0.0
cavlc;map_l_5;0;0;693;16;0.0
cavlc;map_l_5;1;0;693;16;0.0
cavlc;map_l_5;2;3;623;13;0.0
cavlc;map_l_5;3;1;623;13;0.0
voter;map_l_1;0;0;13758;70;0.0
voter;map_l_1;1;0;13758;70;0.0
voter;map_l_1;2;3;5802;49;0.0
voter;map_l_1;3;1;5802;49;0.0
ctrl;map_l_5;0;0;174;10;0.0
ctrl;map_l_5;1;0;174;10;0.0
ctrl;map_l_5;2;3;114;5;0.0
ctrl;map_l_5;3;1;114;5;0.0
dec;map_l_5;0;0;304;3;0.0
dec;map_l_5;1;0;304;3;0.0
dec;map_l_5;2;3;304;3;0.0
dec;map_l_5;3;1;304;3;0.0
mem_ctrl;map_l_3;0;0;46836;114;0.0
mem_ctrl;map_l_3;1;0;46836;114;0.0
mem_ctrl;map_l_3;2;3;41267;94;0.0
mem_ctrl;map_l_3;3;1;41267;94;0.0
i2c;map_l_5;0;0;1342;20;0.0
i2c;map_l_5;1;0;1342;20;0.0
i2c;map_l_5;2;3;1217;12;0.0
i2c;map_l_5;3;1;1217;12;0.0
priority;map_l_3;0;0;978;250;0.0
priority;map_l_3;1;0;978;250;0.0
priority;map_l_3;2;3;808;117;0.0
priority;map_l_3;3;1;808;117;0.0
int2float;map_l_5;0;0;260;16;0.0
int2float;map_l_5;1;0;260;16;0.0
int2float;map_l_5;2;3;223;10;0.0
int2float;map_l_5;3;1;223;10;0.0
log2;map|resub|map_l|cr-z|map_l;0;0;32060;444;0.0
log2;map|resub|map_l|cr-z|map_l;1;101;24295;206;47.535355
log2;map|resub|map_l|cr-z|map_l;2;105;24125;210;26.83063
log2;map|resub|map_l|cr-z|map_l;3;0;32060;444;0.0
log2;map|resub|map_l|cr-z|map_l;4;101;24295;206;47.535355
log2;map|resub|map_l|cr-z|map_l;5;105;24125;210;26.83063
log2;map|resub|map_l|cr-z|map_l;6;3;24125;210;0.0
log2;map|resub|map_l|cr-z|map_l;7;104;24125;210;24.990814
log2;map|resub|map_l|cr-z|map_l;8;0;32060;444;0.0
log2;map|resub|map_l|cr-z|map_l;9;101;24295;206;47.535355
log2;map|resub|map_l|cr-z|map_l;10;105;24125;210;26.83063
log2;map|resub|map_l|cr-z|map_l;11;0;32060;444;0.0
log2;map|resub|map_l|cr-z|map_l;12;101;24295;206;47.535355
log2;map|resub|map_l|cr-z|map_l;13;105;24125;210;26.83063
log2;map|resub|map_l|cr-z|map_l;14;3;24125;210;0.0
log2;map|resub|map_l|cr-z|map_l;15;104;24125;210;24.990814
log2;map|resub|map_l|cr-z|map_l;16;3;24125;210;0.0
log2;map|resub|map_l|cr-z|map_l;17;1;24125;210;0.0
router;map_l_3;0;0;257;54;0.0
router;map_l_3;1;0;257;54;0.0
router;map_l_3;2;3;207;43;0.0
router;map_l_3;3;1;207;43;0.0
max;map|resub|map_l|cr-z|map_l;0;0;2865;287;0.0
max;map|resub|map_l|cr-z|map_l;1;101;2413;158;2.9410543
max;map|resub|map_l|cr-z|map_l;2;105;2412;158;0.8140225
max;map|resub|map_l|cr-z|map_l;3;0;2865;287;0.0
max;map|resub|map_l|cr-z|map_l;4;101;2413;158;2.9410543
max;map|resub|map_l|cr-z|map_l;5;105;2412;158;0.8140225
max;map|resub|map_l|cr-z|map_l;6;3;2170;162;0.0
max;map|resub|map_l|cr-z|map_l;7;104;2170;162;2.479373
max;map|resub|map_l|cr-z|map_l;8;0;2865;287;0.0
max;map|resub|map_l|cr-z|map_l;9;101;2413;158;2.9410543
max;map|resub|map_l|cr-z|map_l;10;105;2412;158;0.8140225
max;map|resub|map_l|cr-z|map_l;11;0;2865;287;0.0
max;map|resub|map_l|cr-z|map_l;12;101;2413;158;2.9410543
max;map|resub|map_l|cr-z|map_l;13;105;2412;158;0.8140225
max;map|resub|map_l|cr-z|map_l;14;3;2170;162;0.0
max;map|resub|map_l|cr-z|map_l;15;104;2170;162;2.479373
max;map|resub|map_l|cr-z|map_l;16;3;2170;162;0.0
max;map|resub|map_l|cr-z|map_l;17;1;2170;162;0.0
voter;map_l_3;0;0;13758;70;0.0
voter;map_l_3;1;0;13758;70;0.0
voter;map_l_3;2;3;5802;49;0.0
voter;map_l_3;3;1;5802;49;0.0
multiplier;map|resub|map_l|cr-z|map_l;0;0;27062;274;0.0
multiplier;map|resub|map_l|cr-z|map_l;1;101;19354;143;27.095953
multiplier;map|resub|map_l|cr-z|map_l;2;105;19166;150;25.4924
multiplier;map|resub|map_l|cr-z|map_l;3;0;27062;274;0.0
multiplier;map|resub|map_l|cr-z|map_l;4;101;19354;143;27.095953
multiplier;map|resub|map_l|cr-z|map_l;5;105;19166;150;25.4924
multiplier;map|resub|map_l|cr-z|map_l;6;3;19103;149;0.0
multiplier;map|resub|map_l|cr-z|map_l;7;104;19103;149;11.126664
multiplier;map|resub|map_l|cr-z|map_l;8;0;27062;274;0.0
multiplier;map|resub|map_l|cr-z|map_l;9;101;19354;143;27.095953
multiplier;map|resub|map_l|cr-z|map_l;10;105;19166;150;25.4924
multiplier;map|resub|map_l|cr-z|map_l;11;0;27062;274;0.0
multiplier;map|resub|map_l|cr-z|map_l;12;101;19354;143;27.095953
multiplier;map|resub|map_l|cr-z|map_l;13;105;19166;150;25.4924
multiplier;map|resub|map_l|cr-z|map_l;14;3;19103;149;0.0
multiplier;map|resub|map_l|cr-z|map_l;15;104;19103;149;11.126664
multiplier;map|resub|map_l|cr-z|map_l;16;3;19103;149;0.0
multiplier;map|resub|map_l|cr-z|map_l;17;1;19103;149;0.0
sin;map|resub|map_l|cr-z|map_l;0;0;5416;225;0.0
sin;map|resub|map_l|cr-z|map_l;1;101;4248;127;4.237693
sin;map|resub|map_l|cr-z|map_l;2;105;4186;129;55.490105
sin;map|resub|map_l|cr-z|map_l;3;0;5416;225;0.0
sin;map|resub|map_l|cr-z|map_l;4;101;4248;127;4.237693
sin;map|resub|map_l|cr-z|map_l;5;105;4186;129;55.490105
sin;map|resub|map_l|cr-z|map_l;6;3;4149;130;0.0
sin;map|resub|map_l|cr-z|map_l;7;104;4149;130;3.2082756
sin;map|resub|map_l|cr-z|map_l;8;0;5416;225;0.0
sin;map|resub|map_l|cr-z|map_l;9;101;4248;127;4.237693
sin;map|resub|map_l|cr-z|map_l;10;105;4186;129;55.490105
sin;map|resub|map_l|cr-z|map_l;11;0;5416;225;0.0
sin;map|resub|map_l|cr-z|map_l;12;101;4248;127;4.237693
sin;map|resub|map_l|cr-z|map_l;13;105;4186;129;55.490105
sin;map|resub|map_l|cr-z|map_l;14;3;4149;130;0.0
sin;map|resub|map_l|cr-z|map_l;15;104;4149;130;3.2082756
sin;map|resub|map_l|cr-z|map_l;16;3;4149;130;0.0
sin;map|resub|map_l|cr-z|map_l;17;1;4149;130;0.0
sqrt;map|resub|map_l|cr-z|map_l;0;0;24618;5058;0.0
sqrt;map|resub|map_l|cr-z|map_l;1;101;20724;5074;14.772275
sqrt;map|resub|map_l|cr-z|map_l;2;105;18570;7568;14.175967
sqrt;map|resub|map_l|cr-z|map_l;3;0;24618;5058;0.0
sqrt;map|resub|map_l|cr-z|map_l;4;101;20724;5074;14.772275
sqrt;map|resub|map_l|cr-z|map_l;5;105;18570;7568;14.175967
sqrt;map|resub|map_l|cr-z|map_l;6;3;13008;2330;0.0
sqrt;map|resub|map_l|cr-z|map_l;7;104;13008;2330;5.2596045
sqrt;map|resub|map_l|cr-z|map_l;8;0;24618;5058;0.0
sqrt;map|resub|map_l|cr-z|map_l;9;101;20724;5074;14.772275
sqrt;map|resub|map_l|cr-z|map_l;10;105;18570;7568;14.175967
sqrt;map|resub|map_l|cr-z|map_l;11;0;24618;5058;0.0
sqrt;map|resub|map_l|cr-z|map_l;12;101;20724;5074;14.772275
sqrt;map|resub|map_l|cr-z|map_l;13;105;18570;7568;14.175967
sqrt;map|resub|map_l|cr-z|map_l;14;3;13008;2330;0.0
sqrt;map|resub|map_l|cr-z|map_l;15;104;13008;2330;5.2596045
sqrt;map|resub|map_l|cr-z|map_l;16;3;13008;2330;0.0
sqrt;map|resub|map_l|cr-z|map_l;17;1;13008;2330;0.0
mem_ctrl;map_l_5;0;0;46836;114;0.0
mem_ctrl;map_l_5;1;0;46836;114;0.0
mem_ctrl;map_l_5;2;3;41267;94;0.0
mem_ctrl;map_l_5;3;1;41267;94;0.0
square;map|resub|map_l|cr-z|map_l;0;0;18484;250;0.0
square;map|resub|map_l|cr-z|map_l;1;101;12176;126;13.741936
square;map|resub|map_l|cr-z|map_l;2;105;9893;126;7.6368403
square;map|resub|map_l|cr-z|map_l;3;0;18484;250;0.0
square;map|resub|map_l|cr-z|map_l;4;101;12176;126;13.741936
square;map|resub|map_l|cr-z|map_l;5;105;9893;126;7.6368403
square;map|resub|map_l|cr-z|map_l;6;3;9500;126;0.0
square;map|resub|map_l|cr-z|map_l;7;104;9500;126;3.5759292
square;map|resub|map_l|cr-z|map_l;8;0;18484;250;0.0
square;map|resub|map_l|cr-z|map_l;9;101;12176;126;13.741936
square;map|resub|map_l|cr-z|map_l;10;105;9893;126;7.6368403
square;map|resub|map_l|cr-z|map_l;11;0;18484;250;0.0
square;map|resub|map_l|cr-z|map_l;12;101;12176;126;13.741936
square;map|resub|map_l|cr-z|map_l;13;105;9893;126;7.6368403
square;map|resub|map_l|cr-z|map_l;14;3;9500;126;0.0
square;map|resub|map_l|cr-z|map_l;15;104;9500;126;3.5759292
square;map|resub|map_l|cr-z|map_l;16;3;9500;126;0.0
square;map|resub|map_l|cr-z|map_l;17;1;9500;126;0.0
priority;map_l_5;0;0;978;250;0.0
priority;map_l_5;1;0;978;250;0.0
priority;map_l_5;2;3;808;117;0.0
priority;map_l_5;3;1;808;117;0.0
router;map_l_5;0;0;257;54;0.0
router;map_l_5;1;0;257;54;0.0
router;map_l_5;2;3;207;43;0.0
router;map_l_5;3;1;207;43;0.0
arbiter;map|resub|map_l|cr-z|map_l;0;0;11839;87;0.0
arbiter;map|resub|map_l|cr-z|map_l;1;101;6996;59;14.498561
arbiter;map|resub|map_l|cr-z|map_l;2;105;6866;60;6.1638193
arbiter;map|resub|map_l|cr-z|map_l;3;0;11839;87;0.0
arbiter;map|resub|map_l|cr-z|map_l;4;101;6996;59;14.498561
arbiter;map|resub|map_l|cr-z|map_l;5;105;6866;60;6.1638193
arbiter;map|resub|map_l|cr-z|map_l;6;3;6866;60;0.0
arbiter;map|resub|map_l|cr-z|map_l;7;104;6866;60;9.739771
arbiter;map|resub|map_l|cr-z|map_l;8;0;11839;87;0.0
arbiter;map|resub|map_l|cr-z|map_l;9;101;6996;59;14.498561
arbiter;map|resub|map_l|cr-z|map_l;10;105;6866;60;6.1638193
arbiter;map|resub|map_l|cr-z|map_l;11;0;11839;87;0.0
arbiter;map|resub|map_l|cr-z|map_l;12;101;6996;59;14.498561
arbiter;map|resub|map_l|cr-z|map_l;13;105;6866;60;6.1638193
arbiter;map|resub|map_l|cr-z|map_l;14;3;6866;60;0.0
arbiter;map|resub|map_l|cr-z|map_l;15;104;6866;60;9.739771
arbiter;map|resub|map_l|cr-z|map_l;16;3;6866;60;0.0
arbiter;map|resub|map_l|cr-z|map_l;17;1;6866;60;0.0
voter;map_l_5;0;0;13758;70;0.0
voter;map_l_5;1;0;13758;70;0.0
voter;map_l_5;2;3;5802;49;0.0
voter;map_l_5;3;1;5802;49;0.0
cavlc;map|resub|map_l|cr-z|map_l;0;0;693;16;0.0
cavlc;map|resub|map_l|cr-z|map_l;1;101;649;14;0.34498027
cavlc;map|resub|map_l|cr-z|map_l;2;105;557;14;119.60903
cavlc;map|resub|map_l|cr-z|map_l;3;0;693;16;0.0
cavlc;map|resub|map_l|cr-z|map_l;4;101;649;14;0.34498027
cavlc;map|resub|map_l|cr-z|map_l;5;105;557;14;119.60903
cavlc;map|resub|map_l|cr-z|map_l;6;3;550;13;0.0
cavlc;map|resub|map_l|cr-z|map_l;7;104;550;13;0.23948625
cavlc;map|resub|map_l|cr-z|map_l;8;0;693;16;0.0
cavlc;map|resub|map_l|cr-z|map_l;9;101;649;14;0.34498027
cavlc;map|resub|map_l|cr-z|map_l;10;105;557;14;119.60903
cavlc;map|resub|map_l|cr-z|map_l;11;0;693;16;0.0
cavlc;map|resub|map_l|cr-z|map_l;12;101;649;14;0.34498027
cavlc;map|resub|map_l|cr-z|map_l;13;105;557;14;119.60903
cavlc;map|resub|map_l|cr-z|map_l;14;3;550;13;0.0
cavlc;map|resub|map_l|cr-z|map_l;15;104;550;13;0.23948625
cavlc;map|resub|map_l|cr-z|map_l;16;3;550;13;0.0
cavlc;map|resub|map_l|cr-z|map_l;17;1;550;13;0.0
ctrl;map|resub|map_l|cr-z|map_l;0;0;174;10;0.0
ctrl;map|resub|map_l|cr-z|map_l;1;101;115;5;0.06619972
ctrl;map|resub|map_l|cr-z|map_l;2;105;76;9;2.519056
ctrl;map|resub|map_l|cr-z|map_l;3;0;174;10;0.0
ctrl;map|resub|map_l|cr-z|map_l;4;101;115;5;0.06619972
ctrl;map|resub|map_l|cr-z|map_l;5;105;76;9;2.519056
ctrl;map|resub|map_l|cr-z|map_l;6;3;76;9;0.0
ctrl;map|resub|map_l|cr-z|map_l;7;104;76;9;0.020022059
ctrl;map|resub|map_l|cr-z|map_l;8;0;174;10;0.0
ctrl;map|resub|map_l|cr-z|map_l;9;101;115;5;0.06619972
ctrl;map|resub|map_l|cr-z|map_l;10;105;76;9;2.519056
ctrl;map|resub|map_l|cr-z|map_l;11;0;174;10;0.0
ctrl;map|resub|map_l|cr-z|map_l;12;101;115;5;0.06619972
ctrl;map|resub|map_l|cr-z|map_l;13;105;76;9;2.519056
ctrl;map|resub|map_l|cr-z|map_l;14;3;76;9;0.0
ctrl;map|resub|map_l|cr-z|map_l;15;104;76;9;0.020022059
ctrl;map|resub|map_l|cr-z|map_l;16;3;76;9;0.0
ctrl;map|resub|map_l|cr-z|map_l;17;1;76;9;0.0
dec;map|resub|map_l|cr-z|map_l;0;0;304;3;0.0
dec;map|resub|map_l|cr-z|map_l;1;101;304;3;0.08490736
dec;map|resub|map_l|cr-z|map_l;2;105;304;3;0.07546156
dec;map|resub|map_l|cr-z|map_l;3;0;304;3;0.0
dec;map|resub|map_l|cr-z|map_l;4;101;304;3;0.08490736
dec;map|resub|map_l|cr-z|map_l;5;105;304;3;0.07546156
dec;map|resub|map_l|cr-z|map_l;6;3;304;3;0.0
dec;map|resub|map_l|cr-z|map_l;7;104;304;3;0.018678311
dec;map|resub|map_l|cr-z|map_l;8;0;304;3;0.0
dec;map|resub|map_l|cr-z|map_l;9;101;304;3;0.08490736
dec;map|resub|map_l|cr-z|map_l;10;105;304;3;0.07546156
dec;map|resub|map_l|cr-z|map_l;11;0;304;3;0.0
dec;map|resub|map_l|cr-z|map_l;12;101;304;3;0.08490736
dec;map|resub|map_l|cr-z|map_l;13;105;304;3;0.07546156
dec;map|resub|map_l|cr-z|map_l;14;3;304;3;0.0
dec;map|resub|map_l|cr-z|map_l;15;104;304;3;0.018678311
dec;map|resub|map_l|cr-z|map_l;16;3;304;3;0.0
dec;map|resub|map_l|cr-z|map_l;17;1;304;3;0.0
i2c;map|resub|map_l|cr-z|map_l;0;0;1342;20;0.0
i2c;map|resub|map_l|cr-z|map_l;1;101;1229;13;0.48026723
i2c;map|resub|map_l|cr-z|map_l;2;105;1151;13;2.4494746
i2c;map|resub|map_l|cr-z|map_l;3;0;1342;20;0.0
i2c;map|resub|map_l|cr-z|map_l;4;101;1229;13;0.48026723
i2c;map|resub|map_l|cr-z|map_l;5;105;1151;13;2.4494746
i2c;map|resub|map_l|cr-z|map_l;6;3;1138;11;0.0
i2c;map|resub|map_l|cr-z|map_l;7;104;1138;11;0.6143317
i2c;map|resub|map_l|cr-z|map_l;8;0;1342;20;0.0
i2c;map|resub|map_l|cr-z|map_l;9;101;1229;13;0.48026723
i2c;map|resub|map_l|cr-z|map_l;10;105;1151;13;2.4494746
i2c;map|resub|map_l|cr-z|map_l;11;0;1342;20;0.0
i2c;map|resub|map_l|cr-z|map_l;12;101;1229;13;0.48026723
i2c;map|resub|map_l|cr-z|map_l;13;105;1151;13;2.4494746
i2c;map|resub|map_l|cr-z|map_l;14;3;1138;11;0.0
i2c;map|resub|map_l|cr-z|map_l;15;104;1138;11;0.6143317
i2c;map|resub|map_l|cr-z|map_l;16;3;1138;11;0.0
i2c;map|resub|map_l|cr-z|map_l;17;1;1138;11;0.0
int2float;map|resub|map_l|cr-z|map_l;0;0;260;16;0.0
int2float;map|resub|map_l|cr-z|map_l;1;101;235;11;0.10286141
int2float;map|resub|map_l|cr-z|map_l;2;105;199;10;3.6676252
int2float;map|resub|map_l|cr-z|map_l;3;0;260;16;0.0
int2float;map|resub|map_l|cr-z|map_l;4;101;235;11;0.10286141
int2float;map|resub|map_l|cr-z|map_l;5;105;199;10;3.6676252
int2float;map|resub|map_l|cr-z|map_l;6;3;193;10;0.0
int2float;map|resub|map_l|cr-z|map_l;7;104;193;10;0.09048222
int2float;map|resub|map_l|cr-z|map_l;8;0;260;16;0.0
int2float;map|resub|map_l|cr-z|map_l;9;101;235;11;0.10286141
int2float;map|resub|map_l|cr-z|map_l;10;105;199;10;3.6676252
int2float;map|resub|map_l|cr-z|map_l;11;0;260;16;0.0
int2float;map|resub|map_l|cr-z|map_l;12;101;235;11;0.10286141
int2float;map|resub|map_l|cr-z|map_l;13;105;199;10;3.6676252
int2float;map|resub|map_l|cr-z|map_l;14;3;193;10;0.0
int2float;map|resub|map_l|cr-z|map_l;15;104;193;10;0.09048222
int2float;map|resub|map_l|cr-z|map_l;16;3;193;10;0.0
int2float;map|resub|map_l|cr-z|map_l;17;1;193;10;0.0
mem_ctrl;map|resub|map_l|cr-z|map_l;0;0;46836;114;0.0
mem_ctrl;map|resub|map_l|cr-z|map_l;1;101;42071;98;26.296335
mem_ctrl;map|resub|map_l|cr-z|map_l;2;105;40066;101;82.834076
mem_ctrl;map|resub|map_l|cr-z|map_l;3;0;46836;114;0.0
mem_ctrl;map|resub|map_l|cr-z|map_l;4;101;42071;98;26.296335
mem_ctrl;map|resub|map_l|cr-z|map_l;5;105;40066;101;82.834076
mem_ctrl;map|resub|map_l|cr-z|map_l;6;3;39594;96;0.0
mem_ctrl;map|resub|map_l|cr-z|map_l;7;104;39594;96;22.017143
mem_ctrl;map|resub|map_l|cr-z|map_l;8;0;46836;114;0.0
mem_ctrl;map|resub|map_l|cr-z|map_l;9;101;42071;98;26.296335
mem_ctrl;map|resub|map_l|cr-z|map_l;10;105;40066;101;82.834076
mem_ctrl;map|resub|map_l|cr-z|map_l;11;0;46836;114;0.0
mem_ctrl;map|resub|map_l|cr-z|map_l;12;101;42071;98;26.296335
mem_ctrl;map|resub|map_l|cr-z|map_l;13;105;40066;101;82.834076
mem_ctrl;map|resub|map_l|cr-z|map_l;14;3;39594;96;0.0
mem_ctrl;map|resub|map_l|cr-z|map_l;15;104;39594;96;22.017143
mem_ctrl;map|resub|map_l|cr-z|map_l;16;3;39594;96;0.0
mem_ctrl;map|resub|map_l|cr-z|map_l;17;1;39594;96;0.0
priority;map|resub|map_l|cr-z|map_l;0;0;978;250;0.0
priority;map|resub|map_l|cr-z|map_l;1;101;908;124;0.47319573
priority;map|resub|map_l|cr-z|map_l;2;105;640;123;0.1319827
priority;map|resub|map_l|cr-z|map_l;3;0;978;250;0.0
priority;map|resub|map_l|cr-z|map_l;4;101;908;124;0.47319573
priority;map|resub|map_l|cr-z|map_l;5;105;640;123;0.1319827
priority;map|resub|map_l|cr-z|map_l;6;3;611;115;0.0
priority;map|resub|map_l|cr-z|map_l;7;104;611;115;0.6238707
priority;map|resub|map_l|cr-z|map_l;8;0;978;250;0.0
priority;map|resub|map_l|cr-z|map_l;9;101;908;124;0.47319573
priority;map|resub|map_l|cr-z|map_l;10;105;640;123;0.1319827
priority;map|resub|map_l|cr-z|map_l;11;0;978;250;0.0
priority;map|resub|map_l|cr-z|map_l;12;101;908;124;0.47319573
priority;map|resub|map_l|cr-z|map_l;13;105;640;123;0.1319827
priority;map|resub|map_l|cr-z|map_l;14;3;611;115;0.0
priority;map|resub|map_l|cr-z|map_l;15;104;611;115;0.6238707
priority;map|resub|map_l|cr-z|map_l;16;3;611;115;0.0
priority;map|resub|map_l|cr-z|map_l;17;1;611;115;0.0
router;map|resub|map_l|cr-z|map_l;0;0;257;54;0.0
router;map|resub|map_l|cr-z|map_l;1;101;218;47;0.17203653
router;map|resub|map_l|cr-z|map_l;2;105;203;47;0.081654765
router;map|resub|map_l|cr-z|map_l;3;0;257;54;0.0
router;map|resub|map_l|cr-z|map_l;4;101;218;47;0.17203653
router;map|resub|map_l|cr-z|map_l;5;105;203;47;0.081654765
router;map|resub|map_l|cr-z|map_l;6;3;192;43;0.0
router;map|resub|map_l|cr-z|map_l;7;104;192;43;0.10018186
router;map|resub|map_l|cr-z|map_l;8;0;257;54;0.0
router;map|resub|map_l|cr-z|map_l;9;101;218;47;0.17203653
router;map|resub|map_l|cr-z|map_l;10;105;203;47;0.081654765
router;map|resub|map_l|cr-z|map_l;11;0;257;54;0.0
router;map|resub|map_l|cr-z|map_l;12;101;218;47;0.17203653
router;map|resub|map_l|cr-z|map_l;13;105;203;47;0.081654765
router;map|resub|map_l|cr-z|map_l;14;3;192;43;0.0
router;map|resub|map_l|cr-z|map_l;15;104;192;43;0.10018186
router;map|resub|map_l|cr-z|map_l;16;3;192;43;0.0
router;map|resub|map_l|cr-z|map_l;17;1;192;43;0.0
voter;map|resub|map_l|cr-z|map_l;0;0;13758;70;0.0
voter;map|resub|map_l|cr-z|map_l;1;101;7219;54;9.17929
voter;map|resub|map_l|cr-z|map_l;2;105;5990;60;5.069781
voter;map|resub|map_l|cr-z|map_l;3;0;13758;70;0.0
voter;map|resub|map_l|cr-z|map_l;4;101;7219;54;9.17929
voter;map|resub|map_l|cr-z|map_l;5;105;5990;60;5.069781
voter;map|resub|map_l|cr-z|map_l;6;3;4691;41;0.0
voter;map|resub|map_l|cr-z|map_l;7;104;4691;41;1.9337273
voter;map|resub|map_l|cr-z|map_l;8;0;13758;70;0.0
voter;map|resub|map_l|cr-z|map_l;9;101;7219;54;9.17929
voter;map|resub|map_l|cr-z|map_l;10;105;5990;60;5.069781
voter;map|resub|map_l|cr-z|map_l;11;0;13758;70;0.0
voter;map|resub|map_l|cr-z|map_l;12;101;7219;54;9.17929
voter;map|resub|map_l|cr-z|map_l;13;105;5990;60;5.069781
voter;map|resub|map_l|cr-z|map_l;14;3;4691;41;0.0
voter;map|resub|map_l|cr-z|map_l;15;104;4691;41;1.9337273
voter;map|resub|map_l|cr-z|map_l;16;3;4691;41;0.0
voter;map|resub|map_l|cr-z|map_l;17;1;4691;41;0.0
hyp;ref_main5;0;0;214335;24801;0.0
hyp;ref_main5;1;0;214335;24801;0.0
hyp;ref_main5;2;3;124005;8884;0.0
hyp;ref_main5;3;1;124005;8884;0.0
log2;ref_main5;0;0;32060;444;0.0
log2;ref_main5;1;0;32060;444;0.0
log2;ref_main5;2;3;24119;210;0.0
log2;ref_main5;3;1;24119;210;0.0
max;ref_main5;0;0;2865;287;0.0
max;ref_main5;1;0;2865;287;0.0
max;ref_main5;2;3;2168;162;0.0
max;ref_main5;3;1;2168;162;0.0
multiplier;ref_main5;0;0;27062;274;0.0
multiplier;ref_main5;1;0;27062;274;0.0
multiplier;ref_main5;2;3;19150;149;0.0
multiplier;ref_main5;3;1;19150;149;0.0
sin;ref_main5;0;0;5416;225;0.0
sin;ref_main5;1;0;5416;225;0.0
sin;ref_main5;2;3;4149;123;0.0
sin;ref_main5;3;1;4149;123;0.0
sqrt;ref_main5;0;0;24618;5058;0.0
sqrt;ref_main5;1;0;24618;5058;0.0
sqrt;ref_main5;2;3;12974;2299;0.0
sqrt;ref_main5;3;1;12974;2299;0.0
square;ref_main5;0;0;18484;250;0.0
square;ref_main5;1;0;18484;250;0.0
square;ref_main5;2;3;9149;126;0.0
square;ref_main5;3;1;9149;126;0.0
arbiter;ref_main5;0;0;11839;87;0.0
arbiter;ref_main5;1;0;11839;87;0.0
arbiter;ref_main5;2;3;4513;21;0.0
arbiter;ref_main5;3;1;4513;21;0.0
cavlc;ref_main5;0;0;693;16;0.0
cavlc;ref_main5;1;0;693;16;0.0
cavlc;ref_main5;2;3;524;13;0.0
cavlc;ref_main5;3;1;524;13;0.0
ctrl;ref_main5;0;0;174;10;0.0
ctrl;ref_main5;1;0;174;10;0.0
ctrl;ref_main5;2;3;73;13;0.0
ctrl;ref_main5;3;1;73;13;0.0
dec;ref_main5;0;0;304;3;0.0
dec;ref_main5;1;0;304;3;0.0
dec;ref_main5;2;3;304;3;0.0
dec;ref_main5;3;1;304;3;0.0
i2c;ref_main5;0;0;1342;20;0.0
i2c;ref_main5;1;0;1342;20;0.0
i2c;ref_main5;2;3;1121;12;0.0
i2c;ref_main5;3;1;1121;12;0.0
int2float;ref_main5;0;0;260;16;0.0
int2float;ref_main5;1;0;260;16;0.0
int2float;ref_main5;2;3;197;10;0.0
int2float;ref_main5;3;1;197;10;0.0
mem_ctrl;ref_main5;0;0;46836;114;0.0
mem_ctrl;ref_main5;1;0;46836;114;0.0
mem_ctrl;ref_main5;2;3;38867;97;0.0
mem_ctrl;ref_main5;3;1;38867;97;0.0
priority;ref_main5;0;0;978;250;0.0
priority;ref_main5;1;0;978;250;0.0
priority;ref_main5;2;3;542;117;0.0
priority;ref_main5;3;1;542;117;0.0
router;ref_main5;0;0;257;54;0.0
router;ref_main5;1;0;257;54;0.0
router;ref_main5;2;3;190;42;0.0
router;ref_main5;3;1;190;42;0.0
voter;ref_main5;0;0;13758;70;0.0
voter;ref_main5;1;0;13758;70;0.0
voter;ref_main5;2;3;4253;48;0.0
voter;ref_main5;3;1;4253;48;0.0
